loan_amount,loan_tenure_months,ltv,valuation_diff_pct,num_prev_mortgages,ownership_match_score,ocr_confidence,encumbrance_flag,credit_score,income,isFraud
2114017,111,70.65,-30.68,0,0.87,0.8,1,495,42881,1
4739276,92,56.64,0.34,1,0.84,0.97,0,502,209473,0
4122261,32,92.46,-38.45,2,0.43,0.71,1,384,177249,1
4737203,57,96.12,-13.0,3,0.34,0.62,0,329,55122,1
4775519,27,75.19,-6.99,1,0.9,0.85,0,765,50297,0
4994940,27,57.81,-19.61,0,0.35,0.62,0,398,126513,1
2099482,95,65.71,4.99,3,0.58,0.8,1,489,51680,0
3749244,40,70.57,0.54,3,0.37,0.75,1,311,98452,1
4714466,103,55.15,18.28,2,0.69,0.79,0,329,66044,0
4013397,19,56.6,-9.47,1,0.55,0.67,0,337,242847,0
3188589,99,55.99,-7.73,1,0.44,0.64,0,871,190156,1
4339399,14,68.51,-25.25,3,0.72,0.9,0,593,180261,0
1621722,100,98.09,-16.87,1,0.55,0.7,0,659,159582,1
1962205,30,85.31,-38.39,3,0.42,0.92,0,479,105502,1
1565915,108,57.43,1.36,0,0.79,0.9,0,411,37152,0
450067,77,57.04,-21.3,2,0.89,0.68,0,743,99738,0
1806826,90,50.7,-7.58,1,0.49,0.96,0,320,172517,1
2159385,97,84.02,-24.7,1,0.43,0.66,0,444,222760,1
1541246,85,89.05,-2.74,2,0.35,0.92,0,798,217225,0
2467322,93,87.81,-13.15,0,0.67,0.77,0,445,147267,1
1475645,33,84.4,-11.09,0,0.88,0.67,0,740,119533,0
3838858,57,65.42,16.56,0,0.48,0.98,0,720,206021,0
2370463,102,50.63,2.37,0,0.62,0.99,0,615,40433,0
934440,24,62.92,-24.29,0,0.41,0.8,0,465,151377,1
4950334,44,65.67,-9.76,3,0.58,0.79,0,502,204932,0
799895,16,59.76,-12.0,1,0.31,0.96,0,795,219685,0
345144,101,93.12,7.7,1,0.94,0.84,1,767,63648,0
4124227,88,55.09,10.0,1,0.77,0.71,0,684,209162,0
3922727,38,60.72,-22.99,3,0.53,0.77,0,613,242993,0
1344360,89,85.38,9.27,2,0.92,0.93,0,554,57113,0
3149316,35,61.32,-29.23,0,0.43,0.94,0,322,118504,1
2649565,78,62.65,5.77,2,0.36,0.98,0,638,145431,1
1249734,74,93.91,-25.07,0,0.96,0.72,0,792,188714,0
1946585,105,78.93,-22.12,0,0.52,0.87,0,810,48062,0
3060883,110,71.89,11.15,2,0.96,0.63,0,665,86633,1
4207618,59,80.33,-14.8,1,0.75,0.89,1,671,56604,0
1006450,74,80.44,19.43,3,0.99,0.83,0,898,152750,0
1582795,89,63.57,-30.88,2,0.83,0.7,1,518,47121,0
382140,23,67.99,-12.2,1,0.37,0.86,0,774,194575,0
1708795,39,59.98,3.95,0,0.9,0.65,0,722,140015,0
658981,55,51.11,-39.68,1,0.4,0.73,0,655,101940,0
2143321,104,60.22,-30.89,0,0.78,0.76,0,759,217351,0
208944,54,63.21,-38.78,0,0.65,0.91,0,802,31494,0
1897519,28,54.13,19.57,1,0.8,0.72,0,326,190257,1
3977590,51,61.27,5.64,0,0.84,0.62,0,522,155750,0
3815929,60,85.8,-17.59,3,0.86,0.67,0,447,183704,1
2058691,96,76.06,-30.62,1,0.88,0.84,0,723,61235,0
4491401,68,57.69,-34.58,2,0.89,0.61,0,650,147720,1
3028100,98,57.52,-8.09,0,0.59,0.92,1,485,96213,1
2809236,95,50.33,18.55,0,0.92,0.96,1,714,234373,0
2053341,75,61.46,0.48,3,0.8,0.8,0,728,213989,0
1073737,86,52.64,-18.09,3,0.89,0.88,0,340,31489,0
1233387,68,94.82,-9.95,2,0.99,0.79,0,692,92281,0
4002908,109,63.85,19.93,0,0.38,0.72,0,378,151890,0
4748455,85,52.09,-8.87,2,0.56,0.67,0,843,123190,0
2738439,85,77.69,17.85,2,0.86,0.81,1,749,139613,0
795532,118,86.59,-39.02,0,0.36,0.97,1,773,179221,1
395866,81,74.05,3.26,2,0.68,0.96,0,441,173384,0
897057,111,55.8,-2.37,2,0.9,0.97,0,550,183196,0
4492541,99,92.19,1.12,3,0.31,0.99,0,593,119222,0
1905518,87,62.49,-5.77,3,0.96,0.67,0,435,16316,0
3535088,54,88.06,-37.35,2,0.98,0.66,0,783,217062,0
3036537,34,69.66,-31.03,0,0.53,0.77,0,611,75046,0
3723425,38,50.87,15.34,3,0.84,0.88,0,854,93643,0
3699537,69,83.67,-26.02,2,0.39,0.78,0,345,215682,1
2246674,48,96.71,19.58,1,0.84,0.96,0,535,232796,0
2082847,17,70.07,0.78,1,0.64,0.89,0,347,112504,0
2309853,76,63.38,-13.34,2,0.9,0.85,0,497,130594,0
4191685,17,77.07,15.2,1,0.45,0.63,0,383,79042,0
307352,61,64.86,7.7,3,0.77,0.67,0,842,143295,1
1775502,33,51.19,-14.26,0,0.85,0.77,0,460,169174,0
284514,116,76.23,-35.88,2,0.44,0.99,0,727,129430,0
898658,99,76.37,12.1,3,0.87,0.73,0,370,140782,0
1957596,36,67.44,5.9,0,0.97,0.85,0,819,178029,0
1358624,90,65.99,7.44,1,0.73,1.0,0,351,158944,0
1062452,101,99.86,4.69,1,0.85,0.71,0,344,65094,1
4883725,83,61.89,-23.45,1,0.67,0.67,0,592,62719,0
1870394,62,50.07,11.53,1,0.72,0.82,0,764,219957,0
4236725,99,77.4,-39.87,3,0.31,0.82,0,849,136103,1
2850025,59,61.32,-25.76,3,0.67,0.97,0,679,143826,0
2189934,113,99.54,-37.21,0,0.7,0.61,0,777,165765,1
3026979,81,62.33,-33.36,2,0.77,0.76,0,561,65478,0
2614399,110,69.11,-8.06,0,0.42,0.72,0,879,244235,1
4763062,117,65.35,-37.76,2,0.47,0.83,1,478,58677,1
3895830,76,64.77,-29.12,1,0.83,0.6,0,656,206084,0
1055205,71,84.97,-26.04,1,0.42,0.88,0,718,156832,1
2223091,57,56.5,-0.68,1,0.59,0.79,0,500,26584,0
1066649,47,64.29,-11.87,1,0.48,0.88,1,312,17106,1
1034048,69,78.73,-12.5,3,0.68,0.78,0,742,159741,0
3130555,87,51.62,6.11,0,0.99,0.79,0,585,40223,0
1964071,49,98.74,-12.6,2,0.9,0.96,0,557,206738,0
4822340,22,57.94,-19.09,2,0.49,0.68,0,869,50706,0
1527989,23,72.4,17.75,3,0.56,0.69,1,847,214091,1
2132709,53,65.68,-39.5,1,0.94,0.82,0,789,207657,0
1300532,50,77.43,-21.68,0,0.93,0.86,0,797,173554,0
564462,82,75.69,-3.44,1,0.41,0.74,0,632,75369,0
3091620,22,98.51,6.97,3,0.88,0.81,0,861,180215,0
4968923,47,57.81,8.98,2,0.51,0.69,0,331,170312,0
3100109,63,58.45,-37.24,3,0.68,0.65,1,342,25015,0
3672401,42,60.45,2.55,2,0.3,0.7,0,650,97164,1
2544975,44,53.25,3.22,0,1.0,0.97,0,633,209095,0
3371557,24,52.6,-27.16,2,0.83,0.92,0,858,66500,1
2372759,29,64.25,-33.23,0,0.47,0.66,0,569,78925,0
4703623,52,59.35,4.98,1,0.78,0.62,0,712,105979,0
2549308,69,98.91,-25.03,1,0.51,0.64,0,874,111355,1
3848294,67,54.16,-39.9,3,0.36,0.72,0,318,226668,1
374535,35,55.05,-26.59,0,0.6,0.92,0,646,239045,0
3348204,84,98.02,-38.14,1,0.73,0.73,0,336,195703,1
2580017,42,64.82,-25.05,0,0.36,0.67,0,391,222262,0
4916129,66,52.45,-19.9,1,0.66,0.76,0,484,209724,0
4231146,116,84.65,-23.72,1,0.66,0.65,1,327,197159,1
1017472,21,73.93,15.2,2,0.74,0.79,0,847,225861,0
2378581,71,75.13,-26.05,3,0.47,0.87,0,671,69909,0
3749279,13,73.75,-11.95,2,0.31,0.75,0,829,26565,1
2104517,113,95.98,17.45,0,0.53,0.67,0,644,42597,1
2162362,26,78.19,12.75,1,0.58,0.78,0,718,239376,0
3732403,14,77.23,-21.44,3,0.75,0.9,0,495,80623,0
3321131,54,53.59,-20.41,1,0.95,0.63,0,377,155504,0
2107338,42,73.96,-4.4,1,0.44,0.63,0,466,89300,1
688574,81,69.1,15.07,2,0.78,0.73,0,389,211786,1
2534138,78,72.43,-39.4,0,0.37,0.77,0,563,106837,0
204927,67,89.23,-16.41,3,0.43,0.69,1,771,64314,1
1949916,74,50.24,10.99,3,0.66,0.61,0,507,247016,0
2682985,86,54.77,-15.37,3,0.8,0.69,0,570,56965,0
4317690,26,64.9,3.2,0,0.9,0.77,0,562,112449,0
3749886,103,67.73,1.52,3,0.82,0.63,0,805,230340,0
4546460,21,60.63,-27.67,0,0.31,0.89,0,811,82957,0
1053122,49,75.39,-13.02,3,0.78,0.82,0,875,189787,0
4143763,58,95.21,-6.03,1,0.88,0.77,0,823,199522,0
4763754,68,71.21,2.93,0,0.67,0.81,0,611,232134,0
4617562,61,50.4,9.34,2,0.98,0.86,0,473,207974,0
2398354,82,84.58,5.6,3,0.3,1.0,0,730,43317,0
214589,26,65.46,-38.3,2,0.87,0.91,0,762,134191,0
1293982,29,99.16,0.24,0,0.53,0.82,0,400,81753,1
719003,93,89.12,-10.16,1,0.76,0.91,0,315,50242,0
293839,116,63.0,-5.57,2,0.79,0.79,1,557,147001,1
606453,99,77.08,-17.62,2,0.51,0.72,0,543,121262,1
3147589,13,52.47,2.84,1,1.0,0.7,0,647,114806,0
3027053,115,71.12,0.43,1,0.37,0.76,0,548,113724,0
2624055,95,82.78,-5.23,0,0.41,0.6,0,404,28580,1
3090193,109,64.7,11.7,3,0.92,0.67,0,586,119134,0
4740176,54,55.71,-33.89,2,0.38,0.65,0,468,110967,1
2607743,37,98.1,-21.94,2,0.57,0.98,0,719,35742,1
1655811,82,66.42,-10.29,0,0.81,0.63,0,346,32833,0
1756042,49,56.39,17.52,3,0.85,0.8,1,342,111421,1
3945474,105,90.61,-35.68,0,0.97,0.97,1,620,86347,1
4024482,53,52.55,-19.78,2,0.85,0.84,0,520,89155,0
3332452,16,79.08,15.55,2,0.89,0.8,0,812,104791,0
4390697,22,85.43,13.88,1,0.96,0.9,0,740,236580,0
3846328,76,62.92,11.91,1,0.69,0.74,0,443,159599,1
4261603,45,85.1,-21.5,3,0.54,0.68,1,327,204211,1
2010332,12,59.53,10.81,2,0.83,0.94,0,852,129527,0
3840030,94,67.11,-9.68,2,0.41,0.62,1,466,244482,0
2598578,13,90.09,-2.81,1,0.35,0.92,1,885,215657,1
3912010,96,52.29,-25.67,0,0.85,0.64,1,548,56057,0
1578081,31,59.77,2.4,0,0.97,0.85,0,656,213511,0
1670889,72,64.68,-20.34,2,0.61,0.79,0,410,59261,0
2499146,98,72.76,-19.37,2,0.41,1.0,0,533,216984,0
3171640,32,88.12,-1.79,3,0.65,0.76,0,323,146114,0
1645491,99,58.56,-25.61,3,0.58,0.98,0,325,37769,1
4932303,79,55.14,-26.53,1,0.56,0.76,1,680,213185,0
2022967,23,88.82,-17.85,2,0.74,0.87,0,645,223990,0
1050922,33,66.91,6.68,0,0.42,0.86,0,677,37449,0
1784449,31,67.35,-26.52,3,0.57,0.63,0,821,184725,0
565590,93,74.08,7.24,1,0.91,0.9,0,316,174931,0
1533284,12,55.89,1.74,1,0.81,0.68,0,544,154648,0
1217374,41,90.95,0.74,0,0.34,0.76,1,838,191946,1
3099610,108,82.99,-11.51,3,0.66,0.91,0,882,223271,0
2398756,35,99.84,4.75,0,0.36,0.98,0,501,51345,1
2888107,25,72.83,-39.19,1,0.97,0.82,0,547,132926,0
130257,47,77.45,-21.66,2,0.47,0.81,0,417,216852,1
4701731,80,53.56,0.75,0,0.95,0.8,0,308,139576,0
1085257,86,57.28,19.24,1,0.88,0.93,0,897,246510,0
1201267,35,92.21,-39.85,2,0.69,1.0,0,322,84428,1
2155845,71,57.44,-9.4,2,0.54,0.85,0,539,238720,0
518829,106,59.69,15.43,3,0.9,0.75,0,884,19321,0
2735466,66,78.02,11.81,3,0.41,0.69,0,326,20776,1
3538780,88,98.48,-38.61,1,0.43,0.68,0,380,31119,1
4215345,91,89.67,-8.23,0,0.46,0.94,0,895,176641,1
4838202,35,80.0,-39.74,2,0.72,1.0,0,498,145078,0
1646933,88,55.05,7.37,3,0.52,0.88,0,854,184668,0
425329,35,68.24,-21.47,3,0.99,0.98,0,391,67967,0
3056151,65,52.13,5.94,0,0.44,0.74,0,383,179135,1
1327222,37,55.89,16.69,3,0.86,0.85,0,599,244789,0
3467851,77,77.69,18.57,1,0.37,0.8,0,595,168412,0
1643812,91,54.19,13.65,0,0.55,0.79,0,753,90723,1
965256,49,89.55,-27.75,2,0.47,0.85,0,580,201502,0
100917,76,96.51,-28.32,1,0.98,0.72,1,358,127620,1
4573447,86,62.17,-2.45,2,0.32,0.86,0,641,152740,0
362091,62,74.53,-7.36,2,0.81,0.87,0,764,95880,0
503157,46,75.22,-39.43,3,0.47,0.93,0,641,23195,1
349265,54,59.27,-16.5,1,0.87,0.89,0,361,228169,1
1484822,40,54.05,14.4,1,0.52,0.73,0,728,117658,1
1907402,48,75.63,13.9,0,0.43,0.78,1,555,72995,0
2049902,92,75.47,-27.77,1,0.79,0.65,0,646,145112,1
1235371,69,65.2,-17.08,0,0.48,0.7,0,825,233906,0
428821,65,60.49,-6.38,1,0.64,0.81,0,603,53250,0
759987,50,83.13,11.17,2,0.39,0.64,1,544,162148,1
343877,53,52.28,-8.08,0,0.81,0.83,0,711,30376,0
3445026,39,60.44,18.09,1,0.58,0.76,1,516,247647,0
1647419,40,61.53,7.94,0,0.4,0.61,0,815,201911,1
1020759,54,52.52,17.19,3,0.82,0.77,0,773,79723,0
1861369,14,52.43,3.89,3,0.37,0.71,0,335,58442,1
3348140,21,88.06,12.66,0,0.7,0.63,0,477,20392,1
2313697,70,87.33,9.86,0,0.73,0.72,0,686,173178,0
1567172,117,56.76,-24.77,2,0.95,0.72,0,316,225917,0
1958997,25,51.1,-26.23,1,0.41,0.74,0,347,39809,1
1518826,87,60.01,11.86,3,0.76,0.75,0,361,130095,1
4580967,58,70.86,-34.92,3,0.57,0.77,1,368,146765,1
1529290,53,59.4,-15.49,1,0.58,0.64,0,665,114473,1
2220711,105,81.38,9.24,3,0.65,0.6,0,461,109769,0
621244,43,50.05,8.79,3,0.46,0.89,0,787,205893,1
1499769,43,69.88,-31.67,0,0.62,0.73,0,730,220231,0
2595389,53,51.77,-10.74,3,0.78,0.85,1,788,89710,1
4739059,43,69.89,-11.21,3,0.62,0.72,0,529,26352,0
588051,37,51.86,-20.58,3,0.33,0.99,0,669,198268,1
925782,12,74.87,15.03,1,0.48,0.73,0,477,217138,1
539439,67,56.8,-0.81,2,0.55,0.84,0,709,151064,0
3717597,117,51.26,18.81,0,0.55,0.69,0,867,68076,1
4709770,13,60.75,-35.99,2,0.36,0.81,0,889,38354,1
1364134,92,59.61,-16.34,3,0.61,0.83,0,569,149384,0
1994554,41,90.67,10.11,3,0.78,0.67,1,505,60833,0
4815700,114,67.83,-14.64,3,0.33,0.65,0,381,19318,1
1047272,82,53.0,-24.29,2,0.83,0.99,1,492,127363,1
3231603,63,80.59,19.87,1,0.97,0.96,0,488,114992,0
3885961,102,55.92,12.39,1,0.31,0.86,0,575,81003,0
3219734,20,59.68,-7.21,0,0.44,0.94,0,373,173264,0
811943,33,81.77,-6.3,2,0.68,0.64,0,309,122841,0
2337300,45,77.96,-39.59,1,0.45,0.89,0,515,115726,0
4325389,60,70.05,18.86,0,0.84,0.71,0,589,104199,0
2721158,12,88.88,8.38,3,0.52,0.82,0,744,242854,0
3251478,84,52.26,-37.8,3,0.51,0.91,0,851,134195,1
2538064,95,57.49,-29.42,0,0.3,0.61,0,492,183561,1
4330207,64,73.26,9.26,1,0.49,0.88,0,588,122507,1
2098173,94,76.94,-34.79,2,0.45,0.77,1,882,186381,0
4906546,111,59.19,16.51,0,0.54,0.78,0,443,123173,0
4806797,51,70.21,19.99,1,0.4,0.96,0,688,43273,0
3673258,56,81.34,13.19,0,0.72,0.94,0,706,193625,0
1590017,79,69.92,4.33,1,0.47,0.62,0,669,44473,0
3202641,20,53.44,-10.76,3,0.88,0.85,0,740,76410,0
969446,116,93.58,-35.05,0,0.5,0.77,0,863,143536,1
741593,33,73.08,3.83,2,0.45,0.65,0,828,159751,0
3751361,29,50.96,-16.19,0,0.34,0.94,0,312,107981,1
1567130,87,98.54,-5.79,3,0.82,0.63,1,639,60310,0
1634227,117,52.89,-22.4,3,0.66,0.61,1,611,98406,1
2397905,54,72.74,-25.47,1,0.38,0.68,1,403,206755,1
4326405,50,84.07,-20.54,3,0.45,0.72,0,638,127765,0
4297079,84,98.52,8.83,1,1.0,0.62,0,497,40992,1
2687551,17,93.41,-14.41,3,0.86,0.86,0,599,44433,1
4209070,94,85.34,-21.3,1,0.54,0.77,0,743,222646,0
3498116,59,97.52,-14.02,2,0.68,0.76,0,658,40933,0
2609907,18,74.86,-38.06,1,0.59,0.66,0,667,191092,1
1906210,91,95.7,13.44,1,0.33,0.78,1,468,175308,1
4089284,80,59.09,-6.89,2,0.85,0.76,0,448,204807,0
126616,27,54.98,-33.71,1,0.8,0.75,0,341,155842,1
4242887,12,52.98,-22.7,1,0.59,0.69,0,501,84285,0
1334215,48,64.55,19.01,2,0.89,0.64,1,543,125121,1
3938187,114,51.37,-4.42,3,0.67,0.7,0,763,137747,0
4501207,94,99.44,-22.52,0,0.35,0.87,1,748,181343,0
1138218,48,88.18,-14.42,1,0.48,0.63,1,736,219463,1
452365,92,77.33,-24.49,3,0.62,0.75,0,830,126682,0
2484775,75,55.9,-38.09,0,0.37,0.81,1,864,38439,0
4209404,101,53.04,10.52,2,0.7,0.99,0,896,110826,0
461309,97,61.8,-22.45,1,0.38,0.94,0,572,157173,1
4350167,73,72.29,10.3,1,0.44,0.97,0,729,107776,0
3418843,83,60.03,-11.29,2,0.93,0.93,1,512,228391,0
2017577,72,84.68,-29.03,1,1.0,0.84,0,403,134070,1
2692806,44,68.59,8.11,0,0.69,0.94,0,491,190989,1
1651899,77,66.33,-17.37,0,0.73,0.83,0,679,107345,0
877635,41,90.51,2.46,2,0.86,0.74,0,380,127923,0
813340,31,96.72,10.23,1,0.79,0.75,0,848,98459,1
378495,71,57.14,17.78,3,0.43,0.83,1,676,226634,1
3380931,93,65.16,-34.85,1,0.59,0.92,0,453,187268,1
931257,118,75.06,-39.5,2,0.67,0.65,0,870,169641,0
1946357,85,69.58,-7.09,3,0.55,0.62,0,539,134598,1
1979262,35,51.08,-24.15,0,0.42,0.92,0,673,187959,0
3743327,15,72.21,-11.85,0,0.82,0.86,0,503,166965,0
1423173,48,90.62,-35.64,3,0.44,0.93,0,649,102971,0
1822199,15,68.32,-9.9,3,0.48,0.99,1,442,201376,0
2799134,88,60.68,-32.51,2,0.5,0.7,0,488,138299,1
3130486,100,98.8,10.32,1,0.41,0.68,0,571,248500,1
4080053,88,75.06,5.57,0,0.89,0.74,1,831,178471,0
800033,29,71.76,-35.56,1,0.73,0.95,0,599,40236,0
4001403,99,68.32,10.18,0,0.88,0.61,0,725,238807,0
234445,77,76.82,-20.5,1,0.65,0.6,0,345,231942,1
4697855,59,59.99,-18.83,0,0.66,0.69,0,394,129679,0
1945700,44,51.42,-29.21,1,0.73,0.75,0,363,244825,1
2766981,69,52.25,10.12,2,0.56,0.72,0,712,195603,1
3920671,94,60.08,-15.72,0,0.65,0.93,0,308,95570,1
4187138,84,66.36,-37.07,2,0.68,0.88,0,758,111621,0
971535,39,54.77,17.97,0,0.97,0.94,0,708,24442,0
1883611,46,54.47,-24.65,0,0.92,0.75,0,769,71437,0
1842166,114,54.66,16.17,0,0.39,0.84,0,805,206414,1
1135408,21,86.37,-21.93,1,0.33,0.81,0,372,93179,0
1561312,76,97.52,9.89,0,0.78,0.79,0,383,181141,0
2675606,53,50.42,-0.15,2,0.33,0.72,0,358,219318,0
596440,96,51.03,11.68,1,0.34,0.88,1,320,184632,0
1571926,20,63.92,18.57,1,0.41,0.81,0,757,204142,0
1552137,71,50.17,12.29,0,0.55,0.63,0,456,188499,1
2973524,26,56.48,-15.78,3,0.6,0.6,1,628,140608,0
2842455,110,65.9,8.87,1,0.66,0.61,0,872,206568,0
2369409,68,71.98,2.7,0,0.99,0.63,0,875,79557,0
1803820,80,62.78,-36.3,2,0.57,0.75,0,502,87752,0
395599,116,65.97,15.79,3,0.47,0.72,0,405,223320,1
1657009,33,50.16,-12.04,1,0.7,0.66,0,421,216513,0
697904,75,67.09,-31.93,3,0.45,0.81,0,617,63534,0
3857454,52,54.47,-14.48,1,0.96,0.99,0,481,119303,0
216841,98,55.14,-3.81,3,0.48,0.66,0,615,174002,0
269934,82,93.34,-5.62,3,0.99,0.7,0,705,242800,1
4022750,67,92.0,-5.51,2,0.59,0.78,0,369,138295,1
1235270,34,60.25,-24.65,3,0.87,0.86,0,459,235114,0
337068,119,79.42,-2.04,2,0.75,0.84,0,539,130287,0
3739688,36,60.33,14.44,0,0.95,0.81,1,822,22288,0
4249287,102,87.36,-16.68,1,0.74,0.89,0,437,124570,0
1704243,116,71.58,-2.17,2,0.71,0.94,0,794,110547,0
951161,17,90.71,-25.36,1,0.76,1.0,0,546,96122,0
4872945,45,78.0,-37.1,2,0.85,0.79,0,842,207590,0
805356,74,91.89,-4.86,1,0.93,1.0,0,823,47400,1
1738846,20,50.75,-37.15,2,0.49,0.89,0,542,137609,0
4330987,71,71.68,3.42,1,0.44,0.86,0,635,147639,0
3359819,60,52.6,0.22,0,0.32,0.86,1,721,62878,0
1559410,108,50.73,-17.84,1,0.56,0.96,0,493,63850,0
424934,62,52.37,-15.32,0,0.89,0.98,0,607,147166,0
1902466,71,68.73,15.07,0,0.35,0.67,0,805,157207,1
3921615,81,56.21,-39.21,0,0.68,0.8,0,580,94044,1
2482865,48,86.68,-6.2,3,0.79,0.98,0,738,60113,0
897583,42,91.34,15.4,1,0.89,0.75,0,782,73791,0
564310,109,53.28,14.84,3,0.71,0.69,0,522,24684,0
3814755,52,96.98,-4.92,3,0.43,0.64,0,416,107783,1
657242,73,50.7,-17.13,1,0.98,0.84,0,491,86727,0
3227640,104,59.8,-34.07,0,0.37,0.88,0,815,98378,1
868223,69,70.44,-29.57,3,0.84,0.68,0,829,73552,1
4403677,25,87.61,0.78,3,0.36,0.87,0,606,154118,1
4198535,47,58.03,-39.0,2,0.4,0.96,0,831,19934,0
4853292,47,63.97,13.01,1,0.93,0.7,0,421,205628,1
1272304,90,58.44,-4.72,3,0.83,0.65,0,891,192878,0
1743909,19,70.53,-37.29,1,0.56,0.93,0,453,16354,1
2099117,37,93.79,-25.61,1,0.75,0.97,1,836,119777,1
1019134,47,76.05,-4.35,3,0.62,0.69,1,751,110352,0
1955797,59,76.04,-37.86,1,0.35,0.89,0,468,68046,0
3029735,96,99.14,6.8,0,0.8,0.84,0,358,126098,0
4736440,39,99.05,15.2,3,0.83,0.7,1,600,80064,1
611162,79,75.15,17.67,3,0.92,0.93,1,852,72184,0
2670725,73,57.88,4.02,3,0.68,0.79,0,849,149035,0
3511134,91,61.57,11.41,2,0.77,0.88,0,416,42424,1
2526277,97,80.71,-3.36,2,0.61,0.72,0,426,226111,0
3300450,87,62.39,-12.49,2,0.52,0.93,0,704,149114,0
2379042,91,60.7,2.79,2,0.59,0.71,0,698,241849,0
1417621,62,65.68,-26.55,3,0.94,0.75,0,814,22139,0
3737967,115,65.73,-33.41,0,0.41,0.76,1,797,26226,0
2467893,113,73.01,5.71,1,0.47,0.68,0,827,120234,1
1540351,53,89.02,17.49,1,0.72,0.95,0,697,226370,1
1998917,112,72.18,-5.35,3,0.38,0.65,0,564,98652,0
839574,40,74.33,-11.05,0,0.92,0.83,0,562,184180,0
4171495,93,62.82,-7.94,1,0.33,0.93,0,697,85647,0
425437,21,53.87,-11.29,0,0.83,0.83,0,826,83617,0
1916760,117,72.71,-13.47,3,0.56,0.73,0,735,175887,1
2191013,50,58.49,16.82,2,0.34,0.91,0,659,153874,1
3730623,93,55.19,-11.21,0,0.89,0.8,0,428,188302,0
3781890,12,82.53,-35.13,1,0.75,0.67,0,540,209444,0
972834,50,52.59,5.93,1,0.31,0.73,0,521,200092,0
4737370,32,93.42,-16.51,1,0.49,0.84,0,513,229521,0
719696,76,52.58,2.64,2,0.55,0.86,0,891,163537,1
4172250,26,85.94,-5.23,0,0.53,0.82,0,434,154066,1
4212732,15,74.78,2.79,0,0.65,0.71,1,685,18531,0
4414366,71,62.3,-36.28,1,0.67,0.84,0,602,155415,0
1132499,72,52.47,-37.97,0,0.58,0.73,0,586,205138,1
3920888,31,79.64,-17.29,1,0.53,0.69,1,861,245092,1
3076030,21,56.7,1.59,0,0.65,0.98,1,488,152301,1
2431348,98,58.46,-26.58,2,0.32,0.73,0,596,109311,0
4501913,116,86.23,-14.0,2,0.75,0.73,1,825,238374,0
2112755,45,67.59,18.85,3,0.72,0.96,0,688,97124,0
4577310,59,67.5,-27.11,3,0.5,0.66,0,758,234776,1
2906284,44,76.65,10.88,3,0.43,0.83,0,560,190861,0
1950924,109,56.18,9.53,0,0.35,0.91,0,412,59069,1
2986569,114,51.92,13.48,2,0.71,0.71,0,335,248470,1
3450448,72,58.26,14.91,2,0.7,0.94,1,378,233474,0
1714099,21,50.69,-9.56,2,0.67,0.91,0,574,155596,0
1241452,65,95.2,0.92,1,0.99,0.79,1,577,136907,1
1330796,95,96.41,-2.87,0,0.67,0.65,0,611,103074,0
213936,76,52.8,-21.46,0,0.81,0.99,0,828,123345,0
4310583,88,52.69,-23.21,3,0.38,0.85,0,503,232834,0
3349479,12,90.32,-19.51,1,0.51,0.81,0,316,209175,1
3612305,16,73.67,-26.89,1,0.49,0.95,0,775,154175,0
4380428,91,54.48,5.44,2,0.7,0.77,0,810,204653,0
2012493,26,88.61,17.87,3,0.53,0.83,0,509,230010,1
2533351,39,78.9,12.07,0,0.75,0.94,0,798,69203,0
2289063,106,59.49,-26.92,1,0.78,0.76,0,701,161162,0
3082202,34,50.46,-36.89,2,0.32,0.91,0,728,30915,0
2919182,118,55.64,5.43,0,0.75,0.7,0,377,56477,0
1093978,28,56.26,-16.59,2,0.38,0.88,0,867,203059,0
547244,109,74.48,9.48,0,0.63,0.8,0,379,245814,1
2573188,24,60.19,6.75,2,0.81,0.67,1,605,199310,1
4532027,25,89.84,-2.48,0,0.79,0.65,0,357,233119,1
3579000,22,50.19,-24.68,3,0.51,0.78,0,829,131740,0
938927,39,67.54,-33.76,0,0.49,0.88,0,507,137217,0
182806,53,61.02,-24.84,0,0.61,0.84,0,810,161101,0
4125345,107,53.3,-9.41,0,0.43,0.94,0,434,242439,1
2929045,110,99.9,18.77,2,0.98,0.76,0,821,104067,1
1378673,72,50.61,-36.18,1,0.54,0.94,0,880,68520,1
4215741,75,73.57,-28.0,0,0.95,0.61,0,382,85053,1
3557521,42,74.65,-2.36,0,0.94,0.75,0,343,66464,1
4784013,92,87.33,-21.74,3,0.56,0.63,0,782,168033,0
4731889,84,53.82,11.51,0,0.48,0.97,0,792,172907,1
3477932,21,53.45,-31.63,3,0.84,0.79,1,798,173797,0
2554698,19,98.04,17.79,0,0.46,0.73,0,317,40357,1
2379023,32,94.72,14.74,2,0.66,0.8,0,593,147316,0
2538710,88,52.13,13.25,1,0.38,0.81,0,447,82952,0
598512,70,89.06,-29.62,1,0.57,0.94,0,771,63061,0
3600967,61,61.69,-20.23,1,0.35,0.82,0,471,21490,0
867442,80,61.74,8.25,2,0.5,0.77,0,862,92219,1
575278,81,53.48,8.47,3,0.77,0.98,0,830,141305,0
2030440,41,63.59,2.31,1,0.99,0.99,0,419,20839,0
479593,106,69.73,-13.12,2,0.48,0.62,0,365,39992,0
594955,28,50.65,-21.3,2,0.63,0.88,1,440,128154,1
1620180,86,81.38,17.78,0,0.61,0.75,0,745,191010,0
